Capacity (MW),,,"Count ""off"" Init (h)",,,"Count ""on"" Init (h)",,,No Load Cost ($),,,,,,Ramp Up Limit (MW/h),,,,,,Ramp Down Limit (MW/h),,,,,,Min. Down Time (h),,,,,,Min. Up Time (h),,,,,,Min. Output (MW),,,,,,Output at t=0 (MW),,,Cost ($/MW):,,,,,,,,Output Block (MW):,,,,,Start-up Cost ($):,,,,,,,,Start-up Blocks (h):,,,,,,,,,,,,,,,,,Start-up Cost($),
,column1,,,column1,,,column1,,,tr1,tr2,tr3,tr4,,,tr1,tr2,tr3,tr4,,,tr1,tr2,tr3,tr4,,,tr1,tr2,tr3,tr4,,,tr1,tr2,tr3,tr4,,,tr1,tr2,tr3,tr4,,,column1,,,,,tr1,tr2,tr3,tr4,,,b1,b2,b3,,,,,tr1,tr2,tr3,tr4,,,j1,j2,j3,j4,j5,j6,j7,j8,,,,,,,StartUp,,,Column1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,i78,.,b1,17.4125,25.095,17.4125,17.4125,,,,,,,i29,.,j8,60,60,60,60,,,,,,,,,,,,,,,60,0,0,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,i78,.,b2,17.9277,25.333,17.9277,17.9277,,,,,,,i30,.,j1,562,524.15,562,562,,,,,,,,,,,,,,,562,0,0,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,i78,.,b3,18.4452,25.571,18.4452,18.4452,,,,,,,i30,.,j2,775.7142857,599.0285714,775.7142857,775.7142857,,,,,,,,,,,,,,,775.7142857,0,0,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,i79,.,b1,29.653,27.295,29.653,29.653,,,,,,,i30,.,j3,989.4285714,673.9071429,989.4285714,989.4285714,,,,,,,,,,,,,,,989.4285714,0,0,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,i79,.,b2,30.32,27.466,30.32,30.32,,,,,,,i30,.,j4,1203.142857,748.7857143,1203.142857,1203.142857,,,,,,,,,,,,,,,1203.142857,0,0,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,i79,.,b3,31.056,27.638,31.056,31.056,,,,,,,i30,.,j5,1416.857143,823.6642857,1416.857143,1416.857143,,,,,,,,,,,,,,,1416.857143,0,0,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,i80,.,b1,29.663,27.44,29.663,29.663,,,,,,,i30,.,j6,1630.571429,898.5428571,1630.571429,1630.571429,,,,,,,,,,,,,,,1630.571429,1,1630.571429,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,i80,.,b2,30.33,27.62,30.33,30.33,,,,,,,i30,.,j7,1844.285714,973.4214286,1844.285714,1844.285714,,,,,,,,,,,,,,,1844.285714,0,0,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,i80,.,b3,31.066,27.8,31.066,31.066,,,,,,,i30,.,j8,2058,1048.3,2058,2058,,,,,,,,,,,,,,,2058,0,0,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,i81,.,b1,29.673,27.589,29.673,29.673,,,,,,,i31,.,j1,562,524.15,562,562,,,,,,,,,,,,,,,562,0,0,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,i81,.,b2,30.34,27.779,30.34,30.34,,,,,,,i31,.,j2,775.7142857,599.0285714,775.7142857,775.7142857,,,,,,,,,,,,,,,775.7142857,0,0,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,i81,.,b3,31.076,27.969,31.076,31.076,,,,,,,i31,.,j3,989.4285714,673.9071429,989.4285714,989.4285714,,,,,,,,,,,,,,,989.4285714,0,0,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,i82,.,b1,29.683,27.729,29.683,29.683,,,,,,,i31,.,j4,1203.142857,748.7857143,1203.142857,1203.142857,,,,,,,,,,,,,,,1203.142857,0,0,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,i82,.,b2,30.35,27.922,30.35,30.35,,,,,,,i31,.,j5,1416.857143,823.6642857,1416.857143,1416.857143,,,,,,,,,,,,,,,1416.857143,0,0,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,i82,.,b3,31.086,28.115,31.086,31.086,,,,,,,i31,.,j6,1630.571429,898.5428571,1630.571429,1630.571429,,,,,,,,,,,,,,,1630.571429,1,1630.571429,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,i83,.,b1,29.665,27.867,29.665,29.665,,,,,,,i31,.,j7,1844.285714,973.4214286,1844.285714,1844.285714,,,,,,,,,,,,,,,1844.285714,0,0,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,i83,.,b2,30.335,28.06,30.335,30.335,,,,,,,i31,.,j8,2058,1048.3,2058,2058,,,,,,,,,,,,,,,2058,0,0,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,i83,.,b3,31.065,28.254,31.065,31.065,,,,,,,i32,.,j1,5170,2234,5170,5170,,,,,,,,,,,,,,,5170,0,0,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,i84,.,b1,24.0096,12.033,24.0096,24.0096,,,,,,,i32,.,j2,6154.857143,2553.142857,6154.857143,6154.857143,,,,,,,,,,,,,,,6154.857143,0,0,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,i84,.,b2,24.7249,12.363,24.7249,24.7249,,,,,,,i32,.,j3,7139.714286,2872.285714,7139.714286,7139.714286,,,,,,,,,,,,,,,7139.714286,0,0,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,i84,.,b3,25.4402,12.692,25.4402,25.4402,,,,,,,i32,.,j4,8124.571429,3191.428571,8124.571429,8124.571429,,,,,,,,,,,,,,,8124.571429,0,0,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,i85,.,b1,24.0196,12.07,24.0196,24.0196,,,,,,,i32,.,j5,9109.428571,3510.571429,9109.428571,9109.428571,,,,,,,,,,,,,,,9109.428571,0,0,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,i85,.,b2,24.7349,12.407,24.7349,24.7349,,,,,,,i32,.,j6,10094.28571,3829.714286,10094.28571,10094.28571,,,,,,,,,,,,,,,10094.28571,1,10094.28571,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,i85,.,b3,25.4502,12.744,25.4502,25.4502,,,,,,,i32,.,j7,11079.14286,4148.857143,11079.14286,11079.14286,,,,,,,,,,,,,,,11079.14286,0,0,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,i86,.,b1,7.160789,8.5585,7.160789,7.160789,,,,,,,i32,.,j8,12064,4468,12064,12064,,,,,,,,,,,,,,,12064,0,0,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,i86,.,b2,7.429889,8.9698,7.429889,7.429889,,,,,,,i33,.,j1,25,2.5,25,25,,,,,,,,,,,,,,,25,0,0,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,i86,.,b3,7.698989,9.3811,7.698989,7.698989,,,,,,,i33,.,j2,28,2.857142857,28,28,,,,,,,,,,,,,,,28,0,0,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,i87,.,b1,7.170789,8.5734,7.170789,7.170789,,,,,,,i33,.,j3,31,3.214285714,31,31,,,,,,,,,,,,,,,31,0,0,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,i87,.,b2,7.439889,8.9868,7.439889,7.439889,,,,,,,i33,.,j4,34,3.571428571,34,34,,,,,,,,,,,,,,,34,0,0,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,i87,.,b3,7.708989,9.4002,7.708989,7.708989,,,,,,,i33,.,j5,37,3.928571429,37,37,,,,,,,,,,,,,,,37,0,0,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,i88,.,b1,28.513,23.5,28.513,28.513,,,,,,,i33,.,j6,40,4.285714286,40,40,,,,,,,,,,,,,,,40,1,40,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,i88,.,b2,29.456,23.7,29.456,29.456,,,,,,,i33,.,j7,43,4.642857143,43,43,,,,,,,,,,,,,,,43,0,0,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,i88,.,b3,30.698,23.9,30.698,30.698,,,,,,,i33,.,j8,46,5,46,46,,,,,,,,,,,,,,,46,0,0,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,i89,.,b1,28.523,24.6,28.523,28.523,,,,,,,i34,.,j1,25,2.5,25,25,,,,,,,,,,,,,,,25,0,0,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,i89,.,b2,29.466,24.8,29.466,29.466,,,,,,,i34,.,j2,28,2.857142857,28,28,,,,,,,,,,,,,,,28,0,0,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,i89,.,b3,30.708,25,30.708,30.708,,,,,,,i34,.,j3,31,3.214285714,31,31,,,,,,,,,,,,,,,31,0,0,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,i90,.,b1,28.503,25.3,28.503,28.503,,,,,,,i34,.,j4,34,3.571428571,34,34,,,,,,,,,,,,,,,34,0,0,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,i90,.,b2,29.446,25.7,29.446,29.446,,,,,,,i34,.,j5,37,3.928571429,37,37,,,,,,,,,,,,,,,37,0,0,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,i90,.,b3,30.688,25.9,30.688,30.688,,,,,,,i34,.,j6,40,4.285714286,40,40,,,,,,,,,,,,,,,40,1,40,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,i91,.,b1,28.533,28.533,28.533,28.533,,,,,,,i34,.,j7,43,4.642857143,43,43,,,,,,,,,,,,,,,43,0,0,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,i91,.,b2,29.476,29.476,29.476,29.476,,,,,,,i34,.,j8,46,5,46,46,,,,,,,,,,,,,,,46,0,0,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,i91,.,b3,30.718,30.718,30.718,30.718,,,,,,,i35,.,j1,44,327.8,44,44,,,,,,,,,,,,,,,44,0,0,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,i92,.,b1,28.493,26,28.493,28.493,,,,,,,i35,.,j2,50.85714286,374.6285714,50.85714286,50.85714286,,,,,,,,,,,,,,,50.85714286,0,0,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,i92,.,b2,29.436,26.5,29.436,29.436,,,,,,,i35,.,j3,57.71428571,421.4571429,57.71428571,57.71428571,,,,,,,,,,,,,,,57.71428571,0,0,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,i92,.,b3,30.678,26.7,30.678,30.678,,,,,,,i35,.,j4,64.57142857,468.2857143,64.57142857,64.57142857,,,,,,,,,,,,,,,64.57142857,0,0,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,i93,.,b1,28.5135,28.5135,28.5135,28.5135,,,,,,,i35,.,j5,71.42857143,515.1142857,71.42857143,71.42857143,,,,,,,,,,,,,,,71.42857143,0,0,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,i93,.,b2,29.4565,29.4565,29.4565,29.4565,,,,,,,i35,.,j6,78.28571429,561.9428571,78.28571429,78.28571429,,,,,,,,,,,,,,,78.28571429,1,78.28571429,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,i93,.,b3,30.6985,30.6985,30.6985,30.6985,,,,,,,i35,.,j7,85.14285714,608.7714286,85.14285714,85.14285714,,,,,,,,,,,,,,,85.14285714,0,0,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,i94,.,b1,23.9996,12.106,23.9996,23.9996,,,,,,,i35,.,j8,92,655.6,92,92,,,,,,,,,,,,,,,92,0,0,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,i94,.,b2,24.72182003,12.448,24.72182003,24.72182003,,,,,,,i36,.,j1,44,327.8,44,44,,,,,,,,,,,,,,,44,0,0,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,i94,.,b3,24.72647815,12.791,24.72647815,24.72647815,,,,,,,i36,.,j2,50.85714286,374.6285714,50.85714286,50.85714286,,,,,,,,,,,,,,,50.85714286,0,0,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,i95,.,b1,24.73113627,12.137,24.73113627,24.73113627,,,,,,,i36,.,j3,57.71428571,421.4571429,57.71428571,57.71428571,,,,,,,,,,,,,,,57.71428571,0,0,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,i95,.,b2,24.73579439,12.484,24.73579439,24.73579439,,,,,,,i36,.,j4,64.57142857,468.2857143,64.57142857,64.57142857,,,,,,,,,,,,,,,64.57142857,0,0,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,i95,.,b3,24.74045251,12.83,24.74045251,24.74045251,,,,,,,i36,.,j5,71.42857143,515.1142857,71.42857143,71.42857143,,,,,,,,,,,,,,,71.42857143,0,0,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,i96,.,b1,24.74511063,12.081,24.74511063,24.74511063,,,,,,,i36,.,j6,78.28571429,561.9428571,78.28571429,78.28571429,,,,,,,,,,,,,,,78.28571429,1,78.28571429,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,i96,.,b2,24.74976876,12.308,24.74976876,24.74976876,,,,,,,i36,.,j7,85.14285714,608.7714286,85.14285714,85.14285714,,,,,,,,,,,,,,,85.14285714,0,0,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,i96,.,b3,24.75442688,12.535,24.75442688,24.75442688,,,,,,,i36,.,j8,92,655.6,92,92,,,,,,,,,,,,,,,92,0,0,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,i37,.,j1,25,2.5,25,25,,,,,,,,,,,,,,,25,0,0,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,i37,.,j2,28,2.857142857,28,28,,,,,,,,,,,,,,,28,0,0,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,i37,.,j3,31,3.214285714,31,31,,,,,,,,,,,,,,,31,0,0,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,i37,.,j4,34,3.571428571,34,34,,,,,,,,,,,,,,,34,0,0,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,i37,.,j5,37,3.928571429,37,37,,,,,,,,,,,,,,,37,0,0,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,i37,.,j6,40,4.285714286,40,40,,,,,,,,,,,,,,,40,1,40,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,i37,.,j7,43,4.642857143,43,43,,,,,,,,,,,,,,,43,0,0,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,i37,.,j8,46,5,46,46,,,,,,,,,,,,,,,46,0,0,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,i38,.,j1,25,2.5,25,25,,,,,,,,,,,,,,,25,0,0,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,i38,.,j2,28,2.857142857,28,28,,,,,,,,,,,,,,,28,0,0,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,i38,.,j3,31,3.214285714,31,31,,,,,,,,,,,,,,,31,0,0,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,i38,.,j4,34,3.571428571,34,34,,,,,,,,,,,,,,,34,0,0,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,i38,.,j5,37,3.928571429,37,37,,,,,,,,,,,,,,,37,0,0,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,i38,.,j6,40,4.285714286,40,40,,,,,,,,,,,,,,,40,1,40,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,i38,.,j7,43,4.642857143,43,43,,,,,,,,,,,,,,,43,0,0,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,i38,.,j8,46,5,46,46,,,,,,,,,,,,,,,46,0,0,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,i39,.,j1,44,327.8,44,44,,,,,,,,,,,,,,,44,0,0,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,i39,.,j2,50.85714286,374.6285714,50.85714286,50.85714286,,,,,,,,,,,,,,,50.85714286,0,0,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,i39,.,j3,57.71428571,421.4571429,57.71428571,57.71428571,,,,,,,,,,,,,,,57.71428571,0,0,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,i39,.,j4,64.57142857,468.2857143,64.57142857,64.57142857,,,,,,,,,,,,,,,64.57142857,0,0,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,i39,.,j5,71.42857143,515.1142857,71.42857143,71.42857143,,,,,,,,,,,,,,,71.42857143,0,0,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,i39,.,j6,78.28571429,561.9428571,78.28571429,78.28571429,,,,,,,,,,,,,,,78.28571429,1,78.28571429,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,i39,.,j7,85.14285714,608.7714286,85.14285714,85.14285714,,,,,,,,,,,,,,,85.14285714,0,0,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,i39,.,j8,92,655.6,92,92,,,,,,,,,,,,,,,92,0,0,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,i40,.,j1,44,327.8,44,44,,,,,,,,,,,,,,,44,0,0,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,i40,.,j2,50.85714286,374.6285714,50.85714286,50.85714286,,,,,,,,,,,,,,,50.85714286,0,0,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,i40,.,j3,57.71428571,421.4571429,57.71428571,57.71428571,,,,,,,,,,,,,,,57.71428571,0,0,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,i40,.,j4,64.57142857,468.2857143,64.57142857,64.57142857,,,,,,,,,,,,,,,64.57142857,0,0,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,i40,.,j5,71.42857143,515.1142857,71.42857143,71.42857143,,,,,,,,,,,,,,,71.42857143,0,0,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,i40,.,j6,78.28571429,561.9428571,78.28571429,78.28571429,,,,,,,,,,,,,,,78.28571429,1,78.28571429,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,i40,.,j7,85.14285714,608.7714286,85.14285714,85.14285714,,,,,,,,,,,,,,,85.14285714,0,0,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,i40,.,j8,92,655.6,92,92,,,,,,,,,,,,,,,92,0,0,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,i41,.,j1,60,283,60,60,,,,,,,,,,,,,,,60,0,0,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,i41,.,j2,68.57142857,323.4285714,68.57142857,68.57142857,,,,,,,,,,,,,,,68.57142857,0,0,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,i41,.,j3,77.14285714,363.8571429,77.14285714,77.14285714,,,,,,,,,,,,,,,77.14285714,0,0,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,i41,.,j4,85.71428571,404.2857143,85.71428571,85.71428571,,,,,,,,,,,,,,,85.71428571,0,0,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,i41,.,j5,94.28571429,444.7142857,94.28571429,94.28571429,,,,,,,,,,,,,,,94.28571429,0,0,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,i41,.,j6,102.8571429,485.1428571,102.8571429,102.8571429,,,,,,,,,,,,,,,102.8571429,1,102.8571429,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,i41,.,j7,111.4285714,525.5714286,111.4285714,111.4285714,,,,,,,,,,,,,,,111.4285714,0,0,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,i41,.,j8,120,566,120,120,,,,,,,,,,,,,,,120,0,0,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,i42,.,j1,60,283,60,60,,,,,,,,,,,,,,,60,0,0,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,i42,.,j2,68.57142857,323.4285714,68.57142857,68.57142857,,,,,,,,,,,,,,,68.57142857,0,0,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,i42,.,j3,77.14285714,363.8571429,77.14285714,77.14285714,,,,,,,,,,,,,,,77.14285714,0,0,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,i42,.,j4,85.71428571,404.2857143,85.71428571,85.71428571,,,,,,,,,,,,,,,85.71428571,0,0,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,i42,.,j5,94.28571429,444.7142857,94.28571429,94.28571429,,,,,,,,,,,,,,,94.28571429,0,0,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,i42,.,j6,102.8571429,485.1428571,102.8571429,102.8571429,,,,,,,,,,,,,,,102.8571429,1,102.8571429,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,i42,.,j7,111.4285714,525.5714286,111.4285714,111.4285714,,,,,,,,,,,,,,,111.4285714,0,0,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,i42,.,j8,120,566,120,120,,,,,,,,,,,,,,,120,0,0,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,i43,.,j1,60,283,60,60,,,,,,,,,,,,,,,60,0,0,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,i43,.,j2,68.57142857,323.4285714,68.57142857,68.57142857,,,,,,,,,,,,,,,68.57142857,0,0,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,i43,.,j3,77.14285714,363.8571429,77.14285714,77.14285714,,,,,,,,,,,,,,,77.14285714,0,0,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,i43,.,j4,85.71428571,404.2857143,85.71428571,85.71428571,,,,,,,,,,,,,,,85.71428571,0,0,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,i43,.,j5,94.28571429,444.7142857,94.28571429,94.28571429,,,,,,,,,,,,,,,94.28571429,0,0,,,
